"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"3645",GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.93863119793814,0.184059060583952,2,28,ENSG00000157212|ENSG00000169884,PAXIP1|WNT10B,ENSG00000013275|ENSG00000087191|ENSG00000100519|ENSG00000111530|ENSG00000112200|ENSG00000112658|ENSG00000113387|ENSG00000113810|ENSG00000118260|ENSG00000124459|ENSG00000126351|ENSG00000136824|ENSG00000137947|ENSG00000141510|ENSG00000147133|ENSG00000157212|ENSG00000161057|ENSG00000163029|ENSG00000165916|ENSG00000166278|ENSG00000169884|ENSG00000170653|ENSG00000171681|ENSG00000174953|ENSG00000178585|ENSG00000189403|ENSG00000196712|ENSG00000198887,PSMC4|PSMC5|PSMC6|CAND1|ZNF451|SRF|SUB1|SMC4|CREB1|ZNF45|THRA|SMC2|GTF2B|TP53|TAF1|PAXIP1|PSMC2|SMC6|PSMC3|C2|WNT10B|ATF7|ATF7IP|DHX36|CTNNBIP1|HMGB1|NF1|SMC5,3.92857142857143
"3646",GO_ENDOSOME_ORGANIZATION,0.939084568717521,0.115680684624474,8,76,ENSG00000095066|ENSG00000109572|ENSG00000115561|ENSG00000136100|ENSG00000138592|ENSG00000160948|ENSG00000161011|ENSG00000172765,HOOK2|CLCN3|CHMP3|VPS36|USP8|VPS28|SQSTM1|TMCC1,ENSG00000003393|ENSG00000009844|ENSG00000015285|ENSG00000026103|ENSG00000028528|ENSG00000038210|ENSG00000051009|ENSG00000069974|ENSG00000074319|ENSG00000075785|ENSG00000078142|ENSG00000083937|ENSG00000086065|ENSG00000086300|ENSG00000095066|ENSG00000103769|ENSG00000104142|ENSG00000104341|ENSG00000104886|ENSG00000106976|ENSG00000109572|ENSG00000110880|ENSG00000111667|ENSG00000112335|ENSG00000113141|ENSG00000115145|ENSG00000115561|ENSG00000119541|ENSG00000121481|ENSG00000124198|ENSG00000124209|ENSG00000126522|ENSG00000130724|ENSG00000131165|ENSG00000132612|ENSG00000135956|ENSG00000136051|ENSG00000136100|ENSG00000136738|ENSG00000136770|ENSG00000138246|ENSG00000138592|ENSG00000138760|ENSG00000141971|ENSG00000147457|ENSG00000149357|ENSG00000155252|ENSG00000155975|ENSG00000159082|ENSG00000159210|ENSG00000160695|ENSG00000160948|ENSG00000161011|ENSG00000164695|ENSG00000166971|ENSG00000167705|ENSG00000167987|ENSG00000168172|ENSG00000169083|ENSG00000170236|ENSG00000170248|ENSG00000172765|ENSG00000178038|ENSG00000178301|ENSG00000182149|ENSG00000184056|ENSG00000185010|ENSG00000185345|ENSG00000185359|ENSG00000185634|ENSG00000186575|ENSG00000188419|ENSG00000198324|ENSG00000198793|ENSG00000249915|ENSG00000254505,ALS2|VTA1|WAS|FAS|SNX1|PI4K2B|FAM160A2|RAB27A|TSG101|RAB7A|PIK3C3|CHMP2B|CHMP5|SNX10|HOOK2|RAB11A|VPS18|LAPTM4B|PLEKHJ1|DNM1|CLCN3|CORO1C|USP5|SNX3|IK|STAM2|CHMP3|VPS4B|RNF2|ARFGEF2|RAB22A|ASL|CHMP2A|CHMP1A|VPS4A|TMEM127|WASHC4|VPS36|STAM|DNAJC1|DNAJC13|USP8|SCARB2|MVB12A|CHMP7|LAMTOR1|PI4K2A|VPS37A|SYNJ1|SNF8|VPS11|VPS28|SQSTM1|CHMP4C|AKTIP|RILP|VPS37C|HOOK3|AR|USP50|PDCD6IP|TMCC1|ALS2CL|AQP11|IST1|VPS33B|F8|PRKN|HGS|SHC4|NF2|CHM|PHETA1|MTOR|PDCD6|CHMP4A,4.39473684210526
"3647",GO_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.939088548846738,0.115812648656802,8,74,ENSG00000084764|ENSG00000105173|ENSG00000134058|ENSG00000142208|ENSG00000163249|ENSG00000163806|ENSG00000168517|ENSG00000221978,MAPRE3|CCNE1|CDK7|AKT1|CCNYL1|SPDYA|HEXIM2|CCNL2,ENSG00000008710|ENSG00000020426|ENSG00000065150|ENSG00000067225|ENSG00000075624|ENSG00000082258|ENSG00000084764|ENSG00000090061|ENSG00000090447|ENSG00000096384|ENSG00000100225|ENSG00000100526|ENSG00000101391|ENSG00000101843|ENSG00000105173|ENSG00000105401|ENSG00000107443|ENSG00000107937|ENSG00000107949|ENSG00000108100|ENSG00000108465|ENSG00000110092|ENSG00000110711|ENSG00000110768|ENSG00000112237|ENSG00000112576|ENSG00000113328|ENSG00000116717|ENSG00000118762|ENSG00000118816|ENSG00000123975|ENSG00000124762|ENSG00000127564|ENSG00000129315|ENSG00000129757|ENSG00000131023|ENSG00000133895|ENSG00000134057|ENSG00000134058|ENSG00000134222|ENSG00000134480|ENSG00000134982|ENSG00000135446|ENSG00000138646|ENSG00000138798|ENSG00000142208|ENSG00000147155|ENSG00000151694|ENSG00000158402|ENSG00000162063|ENSG00000163249|ENSG00000163660|ENSG00000163806|ENSG00000164045|ENSG00000164305|ENSG00000164885|ENSG00000165730|ENSG00000166278|ENSG00000166851|ENSG00000168517|ENSG00000171428|ENSG00000171862|ENSG00000172845|ENSG00000173599|ENSG00000173692|ENSG00000175305|ENSG00000183735|ENSG00000196132|ENSG00000196388|ENSG00000196839|ENSG00000197122|ENSG00000205339|ENSG00000213658|ENSG00000221978,PKD1|MNAT1|IPO5|PKM|ACTB|CCNT2|MAPRE3|CCNK|TFAP4|HSP90AB1|FBXO7|CDKN3|CDK5RAP1|PSMD10|CCNE1|CDC37|CCNJ|GTPBP4|BCCIP|CCNY|CDK5RAP3|CCND1|AIP|GTF2H1|CCNC|CCND3|CCNG1|GADD45A|PKD2|CCNI|CKS2|CDKN1A|PKMYT1|CCNT1|CDKN1C|LATS1|MEN1|CCNB1|CDK7|PSRC1|CCNH|APC|CDK4|HERC5|EGF|AKT1|EBP|ADAM17|CDC25C|CCNF|CCNYL1|CCNL1|SPDYA|CDC25A|CASP3|CDK5|STOX1|C2|PLK1|HEXIM2|NAT1|PTEN|SP3|PC|PSMD1|CCNE2|TBK1|MYT1|INCA1|ADA|SRC|IPO7|LAT|CCNL2,4.7027027027027
"3648",GO_RESPONSE_TO_INTERFERON_ALPHA,0.939128547122679,0.251128198547735,1,13,ENSG00000004455,AK2,ENSG00000004455|ENSG00000047410|ENSG00000055332|ENSG00000076321|ENSG00000109466|ENSG00000133116|ENSG00000142089|ENSG00000142166|ENSG00000144895|ENSG00000159110|ENSG00000160710|ENSG00000169083|ENSG00000196839,AK2|TPR|EIF2AK2|KLHL20|KLHL2|KL|IFITM3|IFNAR1|EIF2A|IFNAR2|ADAR|AR|ADA,5.38461538461539
"3649",GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.939197487566648,0.132639225399048,5,50,ENSG00000029534|ENSG00000089820|ENSG00000165322|ENSG00000197283|ENSG00000213024,ANK1|ARHGAP4|ARHGAP12|SYNGAP1|NUP62,ENSG00000005884|ENSG00000006740|ENSG00000029534|ENSG00000036257|ENSG00000042832|ENSG00000089820|ENSG00000099949|ENSG00000100092|ENSG00000104695|ENSG00000105122|ENSG00000105976|ENSG00000107104|ENSG00000107263|ENSG00000109079|ENSG00000110711|ENSG00000111344|ENSG00000111913|ENSG00000113916|ENSG00000116688|ENSG00000119487|ENSG00000124356|ENSG00000127948|ENSG00000128849|ENSG00000133216|ENSG00000134504|ENSG00000136738|ENSG00000136848|ENSG00000143322|ENSG00000150093|ENSG00000153071|ENSG00000154803|ENSG00000155903|ENSG00000165322|ENSG00000167085|ENSG00000169083|ENSG00000173611|ENSG00000173706|ENSG00000174292|ENSG00000174943|ENSG00000175220|ENSG00000183323|ENSG00000187678|ENSG00000196712|ENSG00000197283|ENSG00000197971|ENSG00000198087|ENSG00000198125|ENSG00000204590|ENSG00000213024|ENSG00000215021,ITGA3|ARHGAP44|ANK1|CUL3|TG|ARHGAP4|LZTR1|SH3BP1|PPP2CB|RASAL3|MET|KANK1|RAPGEF1|TNFAIP1|AIP|RASAL1|RIPOR2|BCL6|MFN2|MAPKAP1|STAMBP|POR|CGNL1|EPHB2|KCTD1|STAM|DAB2IP|ABL2|ITGB1|DAB2|FLCN|RASA2|ARHGAP12|PHB|AR|SCAI|HEG1|TNK1|KCTD13|ARHGAP1|CCDC125|SPRY4|NF1|SYNGAP1|MBP|CD2AP|MB|GNL1|NUP62|PHB2,4.6
"3650",GO_SNRNA_PROCESSING,0.939515829206288,0.162202608741148,3,22,ENSG00000075914|ENSG00000103005|ENSG00000123737,EXOSC7|USB1|EXOSC9,ENSG00000075914|ENSG00000102786|ENSG00000103005|ENSG00000104299|ENSG00000104613|ENSG00000107371|ENSG00000108506|ENSG00000120699|ENSG00000123737|ENSG00000127054|ENSG00000130713|ENSG00000132773|ENSG00000138614|ENSG00000138785|ENSG00000143493|ENSG00000143624|ENSG00000149016|ENSG00000149262|ENSG00000164880|ENSG00000164941|ENSG00000165359|ENSG00000166278,EXOSC7|INTS6|USB1|INTS9|INTS10|EXOSC3|INTS2|EXOSC8|EXOSC9|INTS11|EXOSC2|TOE1|INTS14|INTS12|INTS7|INTS3|TUT1|INTS4|INTS1|INTS8|INTS6L|C2,8.04545454545455
"3651",GO_CORPUS_CALLOSUM_DEVELOPMENT,0.939543329863811,0.24503759785726,1,17,ENSG00000111678,C12orf57,ENSG00000007168|ENSG00000047410|ENSG00000100503|ENSG00000103494|ENSG00000103876|ENSG00000105426|ENSG00000111678|ENSG00000115310|ENSG00000133216|ENSG00000155974|ENSG00000156313|ENSG00000163785|ENSG00000164885|ENSG00000167085|ENSG00000169083|ENSG00000198198|ENSG00000215021,PAFAH1B1|TPR|NIN|RPGRIP1L|FAH|PTPRS|C12orf57|RTN4|EPHB2|GRIP1|RPGR|RYK|CDK5|PHB|AR|SZT2|PHB2,4.05882352941176
"3652",GO_PROTEIN_AUTOUBIQUITINATION,0.939561448887368,0.112713540035976,9,66,ENSG00000013561|ENSG00000022840|ENSG00000078747|ENSG00000114062|ENSG00000118420|ENSG00000118518|ENSG00000135679|ENSG00000167333|ENSG00000182979,RNF14|RNF10|ITCH|UBE3A|UBE3D|RNF146|MDM2|TRIM68|MTA1,ENSG00000012048|ENSG00000013561|ENSG00000022840|ENSG00000049167|ENSG00000063978|ENSG00000070950|ENSG00000077152|ENSG00000077721|ENSG00000078747|ENSG00000080802|ENSG00000082996|ENSG00000103266|ENSG00000103429|ENSG00000108395|ENSG00000109332|ENSG00000109466|ENSG00000109654|ENSG00000110171|ENSG00000110315|ENSG00000111961|ENSG00000112130|ENSG00000113456|ENSG00000114062|ENSG00000114796|ENSG00000116514|ENSG00000118420|ENSG00000118518|ENSG00000119048|ENSG00000121481|ENSG00000123091|ENSG00000127191|ENSG00000130939|ENSG00000131508|ENSG00000132109|ENSG00000132256|ENSG00000133116|ENSG00000134574|ENSG00000135679|ENSG00000136536|ENSG00000138942|ENSG00000141576|ENSG00000147133|ENSG00000147854|ENSG00000148356|ENSG00000154447|ENSG00000155827|ENSG00000159461|ENSG00000163840|ENSG00000166402|ENSG00000167333|ENSG00000168894|ENSG00000169083|ENSG00000175104|ENSG00000178498|ENSG00000181852|ENSG00000182979|ENSG00000185010|ENSG00000185345|ENSG00000186575|ENSG00000187147|ENSG00000189050|ENSG00000196712|ENSG00000198060|ENSG00000198373|ENSG00000198862|ENSG00000204977,BRCA1|RNF14|RNF10|ERCC8|RNF4|RAD18|UBE2T|UBE2A|ITCH|CNOT4|RNF13|STUB1|BFAR|TRIM37|UBE2D3|KLHL2|TRIM2|TRIM3|RNF141|SASH1|RNF8|RAD1|UBE3A|KLHL24|RNF19B|UBE3D|RNF146|UBE2B|RNF2|RNF11|TRAF2|UBE4B|UBE2D2|TRIM21|TRIM5|KL|DDB2|MDM2|MARCH7|RNF185|RNF157|TAF1|UHRF2|LRSAM1|SH3RF1|RNF20|AMFR|DTX3L|TUB|TRIM68|RNF181|AR|TRAF6|DTX3|RNF41|MTA1|F8|PRKN|NF2|RNF220|RNFT1|NF1|MARCH5|WWP2|LTN1|TRIM13,6.12121212121212
"3653",GO_NEPHRON_EPITHELIUM_DEVELOPMENT,0.939691343871504,0.141270875444068,4,44,ENSG00000062485|ENSG00000141449|ENSG00000166333|ENSG00000168743,CS|GREB1L|ILK|NPNT,ENSG00000008710|ENSG00000042832|ENSG00000047410|ENSG00000062485|ENSG00000075239|ENSG00000075711|ENSG00000100625|ENSG00000101384|ENSG00000106571|ENSG00000107816|ENSG00000112715|ENSG00000115415|ENSG00000118762|ENSG00000121691|ENSG00000122966|ENSG00000125812|ENSG00000125931|ENSG00000126562|ENSG00000128567|ENSG00000130702|ENSG00000133116|ENSG00000135541|ENSG00000137693|ENSG00000138798|ENSG00000140575|ENSG00000141449|ENSG00000148400|ENSG00000157483|ENSG00000166333|ENSG00000168036|ENSG00000168621|ENSG00000168743|ENSG00000172037|ENSG00000173599|ENSG00000178301|ENSG00000178585|ENSG00000179222|ENSG00000185010|ENSG00000185630|ENSG00000185920|ENSG00000188064|ENSG00000196712|ENSG00000196839|ENSG00000198125,PKD1|TG|TPR|CS|ACAT1|DLG1|SIX4|JAG1|GLI3|LZTS2|VEGFA|STAT1|PKD2|CAT|CIT|GZF1|CITED1|WNK4|PODXL|LAMA5|KL|AHI1|YAP1|EGF|IQGAP1|GREB1L|NOTCH1|MYO1E|ILK|CTNNB1|GDNF|NPNT|LAMB2|PC|AQP11|CTNNBIP1|MAGED1|F8|PBX1|PTCH1|WNT7B|NF1|ADA|MB,4.65909090909091
"3654",GO_EYE_MORPHOGENESIS,0.939760825156697,0.111427977663999,9,78,ENSG00000064393|ENSG00000100226|ENSG00000111678|ENSG00000117472|ENSG00000151090|ENSG00000180376|ENSG00000197713|ENSG00000205581|ENSG00000253352,HIPK2|GTPBP1|C12orf57|TSPAN1|THRB|CCDC66|RPE|HMGN1|TUG1,ENSG00000026103|ENSG00000030110|ENSG00000047410|ENSG00000064309|ENSG00000064393|ENSG00000070018|ENSG00000083857|ENSG00000087088|ENSG00000089094|ENSG00000095383|ENSG00000100226|ENSG00000100644|ENSG00000101144|ENSG00000101384|ENSG00000106025|ENSG00000106571|ENSG00000106992|ENSG00000108091|ENSG00000108784|ENSG00000111678|ENSG00000112715|ENSG00000113966|ENSG00000116688|ENSG00000117472|ENSG00000117713|ENSG00000125875|ENSG00000126522|ENSG00000127948|ENSG00000129535|ENSG00000133216|ENSG00000135049|ENSG00000135414|ENSG00000135541|ENSG00000137203|ENSG00000138443|ENSG00000138798|ENSG00000139445|ENSG00000139687|ENSG00000140463|ENSG00000140807|ENSG00000142627|ENSG00000143995|ENSG00000146950|ENSG00000151090|ENSG00000155974|ENSG00000156313|ENSG00000160439|ENSG00000162337|ENSG00000162688|ENSG00000163349|ENSG00000163558|ENSG00000163913|ENSG00000164190|ENSG00000166225|ENSG00000167085|ENSG00000168036|ENSG00000168610|ENSG00000169083|ENSG00000171428|ENSG00000172819|ENSG00000172845|ENSG00000173482|ENSG00000175544|ENSG00000178764|ENSG00000180376|ENSG00000182149|ENSG00000184254|ENSG00000186765|ENSG00000196116|ENSG00000196712|ENSG00000197223|ENSG00000197713|ENSG00000198707|ENSG00000204138|ENSG00000204227|ENSG00000205581|ENSG00000215021|ENSG00000253352,FAS|BAK1|TPR|CDON|HIPK2|LRP6|FAT1|BAX|KDM2B|TBC1D2|GTPBP1|HIF1A|BMP7|JAG1|TSPAN12|GLI3|AK1|CCDC6|NAGLU|C12orf57|VEGFA|ARL6|MFN2|TSPAN1|ARID1A|TBC1D20|ASL|POR|NRL|EPHB2|AGTPBP1|GDF11|AHI1|TFAP2A|ABI2|EGF|FOXN4|RB1|BBS4|NKD1|EPHA2|MEIS1|SHROOM2|THRB|GRIP1|RPGR|RDH13|LRP5|AGL|HIPK1|PRKCI|IFT122|NIPBL|FRS2|PHB|CTNNB1|STAT3|AR|NAT1|RARG|SP3|PTPRM|CABP4|ZHX2|CCDC66|IST1|ALDH1A3|FSCN2|TDRD7|NF1|C1D|RPE|CEP290|PHACTR4|RING1|HMGN1|PHB2|TUG1,5
"3655",GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY,0.940104937791292,0.188828902641176,2,16,ENSG00000066427|ENSG00000182087,ATXN3|TMEM259,ENSG00000051108|ENSG00000058056|ENSG00000066427|ENSG00000088298|ENSG00000104969|ENSG00000116044|ENSG00000134109|ENSG00000135018|ENSG00000136810|ENSG00000138942|ENSG00000162607|ENSG00000182087|ENSG00000185825|ENSG00000189050|ENSG00000196712|ENSG00000204463,HERPUD1|USP13|ATXN3|EDEM2|SGTA|NFE2L2|EDEM1|UBQLN1|TXN|RNF185|USP1|TMEM259|BCAP31|RNFT1|NF1|BAG6,9.375
"3656",GO_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT,0.940486980544765,0.113442387956723,8,75,ENSG00000096080|ENSG00000122085|ENSG00000159111|ENSG00000162910|ENSG00000172590|ENSG00000175581|ENSG00000178694|ENSG00000243147,MRPS18A|MTERF4|MRPL10|MRPL55|MRPL52|MRPL48|NSUN3|MRPL33,ENSG00000004779|ENSG00000055950|ENSG00000063177|ENSG00000082515|ENSG00000086504|ENSG00000096080|ENSG00000100316|ENSG00000105364|ENSG00000105722|ENSG00000106591|ENSG00000108107|ENSG00000109475|ENSG00000111639|ENSG00000112110|ENSG00000112651|ENSG00000114391|ENSG00000114686|ENSG00000115204|ENSG00000115364|ENSG00000116221|ENSG00000116251|ENSG00000117481|ENSG00000122026|ENSG00000122085|ENSG00000122406|ENSG00000125691|ENSG00000130255|ENSG00000130921|ENSG00000131469|ENSG00000132313|ENSG00000136522|ENSG00000136942|ENSG00000137547|ENSG00000142676|ENSG00000143314|ENSG00000143436|ENSG00000144713|ENSG00000145592|ENSG00000147403|ENSG00000149273|ENSG00000149792|ENSG00000154719|ENSG00000156482|ENSG00000156928|ENSG00000156968|ENSG00000158042|ENSG00000159111|ENSG00000162910|ENSG00000163682|ENSG00000166902|ENSG00000167526|ENSG00000167862|ENSG00000169288|ENSG00000172172|ENSG00000172590|ENSG00000172809|ENSG00000174444|ENSG00000174547|ENSG00000174748|ENSG00000175581|ENSG00000178694|ENSG00000180992|ENSG00000185414|ENSG00000185608|ENSG00000188846|ENSG00000197345|ENSG00000197958|ENSG00000198015|ENSG00000204316|ENSG00000214026|ENSG00000229117|ENSG00000231500|ENSG00000243147|ENSG00000259494|ENSG00000265681,NDUFAB1|MRPL43|RPL18|MRPL22|MRPL28|MRPS18A|RPL3|MRPL4|ERF|MRPL32|RPL28|RPL34|MRPL51|MRPL18|MRPL2|RPL24|MRPL3|MPV17|MRPL19|MRPL37|RPL22|NSUN4|RPL21|MTERF4|RPL5|RPL23|RPL36|C12orf65|RPL27|MRPL35|MRPL47|RPL35|MRPL15|RPL11|MRPL24|MRPL9|RPL32|RPL37|RPL10|RPS3|MRPL49|MRPL39|RPL30|MALSU1|MPV17L|MRPL17|MRPL10|MRPL55|RPL9|MRPL16|RPL13|MRPL58|MRPL1|MRPL13|MRPL52|RPL38|RPL4|MRPL11|RPL15|MRPL48|NSUN3|MRPL14|MRPL30|MRPL40|RPL14|MRPL21|RPL12|MRPL42|MRPL38|MRPL23|RPL41|RPS18|MRPL33|MRPL46|RPL17,4.98666666666667
"3657",GO_RETINOID_X_RECEPTOR_BINDING,0.940609452208401,0.245340255989453,1,14,ENSG00000180530,NRIP1,ENSG00000084676|ENSG00000089280|ENSG00000106603|ENSG00000111424|ENSG00000131408|ENSG00000137309|ENSG00000153234|ENSG00000165671|ENSG00000169083|ENSG00000172819|ENSG00000174197|ENSG00000180530|ENSG00000196843|ENSG00000198646,NCOA1|FUS|COA1|VDR|NR1H2|HMGA1|NR4A2|NSD1|AR|RARG|MGA|NRIP1|ARID5A|NCOA6,5
"3658",GO_CAMERA_TYPE_EYE_MORPHOGENESIS,0.940766274482099,0.122934052253299,6,56,ENSG00000064393|ENSG00000111678|ENSG00000117472|ENSG00000151090|ENSG00000197713|ENSG00000205581,HIPK2|C12orf57|TSPAN1|THRB|RPE|HMGN1,ENSG00000030110|ENSG00000047410|ENSG00000064309|ENSG00000064393|ENSG00000070018|ENSG00000083857|ENSG00000087088|ENSG00000089094|ENSG00000095383|ENSG00000100644|ENSG00000101144|ENSG00000101384|ENSG00000106025|ENSG00000106571|ENSG00000106992|ENSG00000111678|ENSG00000112715|ENSG00000113966|ENSG00000116688|ENSG00000117472|ENSG00000117713|ENSG00000125875|ENSG00000127948|ENSG00000133216|ENSG00000135414|ENSG00000135541|ENSG00000137203|ENSG00000138443|ENSG00000138798|ENSG00000139445|ENSG00000142627|ENSG00000143995|ENSG00000146950|ENSG00000151090|ENSG00000160439|ENSG00000162337|ENSG00000163349|ENSG00000163913|ENSG00000166225|ENSG00000167085|ENSG00000168036|ENSG00000169083|ENSG00000172845|ENSG00000173482|ENSG00000175544|ENSG00000178764|ENSG00000182149|ENSG00000184254|ENSG00000196116|ENSG00000196712|ENSG00000197223|ENSG00000197713|ENSG00000204138|ENSG00000204227|ENSG00000205581|ENSG00000215021,BAK1|TPR|CDON|HIPK2|LRP6|FAT1|BAX|KDM2B|TBC1D2|HIF1A|BMP7|JAG1|TSPAN12|GLI3|AK1|C12orf57|VEGFA|ARL6|MFN2|TSPAN1|ARID1A|TBC1D20|POR|EPHB2|GDF11|AHI1|TFAP2A|ABI2|EGF|FOXN4|EPHA2|MEIS1|SHROOM2|THRB|RDH13|LRP5|HIPK1|IFT122|FRS2|PHB|CTNNB1|AR|SP3|PTPRM|CABP4|ZHX2|IST1|ALDH1A3|TDRD7|NF1|C1D|RPE|PHACTR4|RING1|HMGN1|PHB2,5.14285714285714
"3659",GO_LYSOSOMAL_LUMEN,0.940819749023245,0.117504346822712,7,63,ENSG00000026297|ENSG00000062485|ENSG00000104774|ENSG00000127415|ENSG00000159363|ENSG00000163754|ENSG00000177830,RNASET2|CS|MAN2B1|IDUA|ATP13A2|GYG1|CHID1,ENSG00000005893|ENSG00000010404|ENSG00000013288|ENSG00000026103|ENSG00000026297|ENSG00000030582|ENSG00000047457|ENSG00000049860|ENSG00000062485|ENSG00000064601|ENSG00000080824|ENSG00000100299|ENSG00000100600|ENSG00000102393|ENSG00000104763|ENSG00000104774|ENSG00000107611|ENSG00000108784|ENSG00000109323|ENSG00000109971|ENSG00000114646|ENSG00000115884|ENSG00000119335|ENSG00000119655|ENSG00000124145|ENSG00000126522|ENSG00000127415|ENSG00000131238|ENSG00000134575|ENSG00000135047|ENSG00000135677|ENSG00000136810|ENSG00000138744|ENSG00000138760|ENSG00000141012|ENSG00000142798|ENSG00000151176|ENSG00000159363|ENSG00000162688|ENSG00000163754|ENSG00000164733|ENSG00000166278|ENSG00000166311|ENSG00000166340|ENSG00000167861|ENSG00000168824|ENSG00000169083|ENSG00000169919|ENSG00000170266|ENSG00000171298|ENSG00000173083|ENSG00000173599|ENSG00000174080|ENSG00000177628|ENSG00000177830|ENSG00000179163|ENSG00000181523|ENSG00000188157|ENSG00000197746|ENSG00000204386|ENSG00000213420|ENSG00000213614|ENSG00000221988,LAMP2|IDS|MAN2B2|FAS|RNASET2|GRN|CP|HEXB|CS|CTSA|HSP90AA1|ARSA|LGMN|GLA|ASAH1|MAN2B1|CUBN|NAGLU|MANBA|HSPA8|CSPG5|SDC1|SET|NPC2|SDC4|ASL|IDUA|PPT1|ACP2|CTSL|GNS|TXN|NAAA|SCARB2|GALNS|HSPG2|PLBD2|ATP13A2|AGL|GYG1|CTSB|C2|SMPD1|TPP1|HID1|NSG1|AR|GUSB|GLB1|GAA|HPSE|PC|CTSF|GBA|CHID1|FUCA1|SGSH|AGRN|PSAP|NEU1|GPC2|HEXA|PPT2,4.90476190476191
"3660",GO_VESICLE_DOCKING,0.940872348213115,0.129578203510999,5,50,ENSG00000100568|ENSG00000104164|ENSG00000106636|ENSG00000124222|ENSG00000138768,VTI1B|BLOC1S6|YKT6|STX16|USO1,ENSG00000047457|ENSG00000070367|ENSG00000073969|ENSG00000076944|ENSG00000079950|ENSG00000084733|ENSG00000092108|ENSG00000100219|ENSG00000100568|ENSG00000103034|ENSG00000103496|ENSG00000104142|ENSG00000104164|ENSG00000104915|ENSG00000105514|ENSG00000105649|ENSG00000106089|ENSG00000106636|ENSG00000111450|ENSG00000112276|ENSG00000116266|ENSG00000117758|ENSG00000124222|ENSG00000136631|ENSG00000136854|ENSG00000136874|ENSG00000136933|ENSG00000137501|ENSG00000138190|ENSG00000138768|ENSG00000139719|ENSG00000139998|ENSG00000144036|ENSG00000144118|ENSG00000160695|ENSG00000162236|ENSG00000166128|ENSG00000166900|ENSG00000167461|ENSG00000169083|ENSG00000169213|ENSG00000170310|ENSG00000171045|ENSG00000173588|ENSG00000175029|ENSG00000177380|ENSG00000182326|ENSG00000184056|ENSG00000198722|ENSG00000211460,CP|EXOC5|NSF|STXBP2|STX7|RAB10|SCFD1|XBP1|VTI1B|NDRG4|STX4|VPS18|BLOC1S6|STX10|RAB3D|RAB3A|STX1A|YKT6|STX2|BVES|STXBP3|STX12|STX16|VPS45|STXBP1|STX17|RABEPK|SYTL2|EXOC6|USO1|VPS33A|RAB15|EXOC6B|RALB|VPS11|STX5|RAB8B|STX3|RAB8A|AR|RAB3B|STX8|TSNARE1|CEP83|CTBP2|PPFIA3|C1S|VPS33B|UNC13B|TSN,4.76
"3661",GO_CHROMATIN_REMODELING_AT_CENTROMERE,0.940933586652159,0.140062449959417,4,38,ENSG00000102054|ENSG00000123219|ENSG00000132780|ENSG00000168066,RBBP7|CENPK|NASP|SF1,ENSG00000042832|ENSG00000048649|ENSG00000100162|ENSG00000102054|ENSG00000102384|ENSG00000102901|ENSG00000104147|ENSG00000105656|ENSG00000115163|ENSG00000119969|ENSG00000120334|ENSG00000123219|ENSG00000123485|ENSG00000129534|ENSG00000132780|ENSG00000135838|ENSG00000137812|ENSG00000138092|ENSG00000142856|ENSG00000145241|ENSG00000151725|ENSG00000153044|ENSG00000153147|ENSG00000159055|ENSG00000162521|ENSG00000166451|ENSG00000166582|ENSG00000168066|ENSG00000169083|ENSG00000169689|ENSG00000173599|ENSG00000175279|ENSG00000175792|ENSG00000177084|ENSG00000181163|ENSG00000182149|ENSG00000188312|ENSG00000203760,TG|RSF1|CENPM|RBBP7|CENPI|CENPT|OIP5|ELL|CENPA|HELLS|CENPL|CENPK|HJURP|MIS18BP1|NASP|NPL|KNL1|CENPO|ITGB3BP|CENPC|CENPU|CENPH|SMARCA5|MIS18A|RBBP4|CENPN|CENPV|SF1|AR|CENPX|PC|CENPS|RUVBL1|POLE|NPM1|IST1|CENPP|CENPW,5.31578947368421
