"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"1963",GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,0.672544962255495,0.497223664021312,6,36,ENSG00000041880|ENSG00000067369|ENSG00000076242|ENSG00000077238|ENSG00000157212|ENSG00000168066,PARP3|TP53BP1|MLH1|IL4R|PAXIP1|SF1,ENSG00000041880|ENSG00000042832|ENSG00000047410|ENSG00000049768|ENSG00000067369|ENSG00000072274|ENSG00000076242|ENSG00000076248|ENSG00000077238|ENSG00000079134|ENSG00000080345|ENSG00000095002|ENSG00000100219|ENSG00000103496|ENSG00000105220|ENSG00000107371|ENSG00000109111|ENSG00000109685|ENSG00000113916|ENSG00000116062|ENSG00000116670|ENSG00000122376|ENSG00000123143|ENSG00000127191|ENSG00000131507|ENSG00000139644|ENSG00000141510|ENSG00000157212|ENSG00000161955|ENSG00000168066|ENSG00000169083|ENSG00000171984|ENSG00000175104|ENSG00000198125|ENSG00000213689|ENSG00000253729,PARP3|TG|TPR|FOXP3|TP53BP1|TFRC|MLH1|UNG|IL4R|THOC1|RIF1|MSH2|XBP1|STX4|GPI|EXOSC3|SUPT6H|NSD2|BCL6|MSH6|MAD2L2|SHLD2|PKN1|TRAF2|NDFIP1|TMBIM6|TP53|PAXIP1|TNFSF13|SF1|AR|SHLD1|TRAF6|MB|TREX1|PRKDC,5.25
"1964",GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,0.672974882872808,0.612504736454358,2,16,ENSG00000105854|ENSG00000108654,PON2|DDX5,ENSG00000042832|ENSG00000079785|ENSG00000088888|ENSG00000096717|ENSG00000100292|ENSG00000105854|ENSG00000107201|ENSG00000108654|ENSG00000113916|ENSG00000139687|ENSG00000147853|ENSG00000159674|ENSG00000165732|ENSG00000166278|ENSG00000167191|ENSG00000174953,TG|DDX1|MAVS|SIRT1|HMOX1|PON2|DDX58|DDX5|BCL6|RB1|AK3|SPON2|DDX21|C2|GPRC5B|DHX36,3.5625
"1965",GO_CLEAVAGE_FURROW,0.673053559435951,0.482373115472958,7,46,ENSG00000072864|ENSG00000090565|ENSG00000091157|ENSG00000114346|ENSG00000155366|ENSG00000185909|ENSG00000204991,NDE1|RAB11FIP3|WDR7|ECT2|RHOC|KLHDC8B|SPIRE2,ENSG00000042832|ENSG00000050405|ENSG00000059915|ENSG00000065243|ENSG00000065534|ENSG00000067560|ENSG00000067646|ENSG00000072864|ENSG00000084112|ENSG00000087842|ENSG00000090565|ENSG00000091157|ENSG00000103769|ENSG00000110697|ENSG00000112984|ENSG00000114346|ENSG00000120539|ENSG00000122966|ENSG00000123143|ENSG00000124356|ENSG00000131242|ENSG00000133026|ENSG00000133116|ENSG00000133895|ENSG00000134278|ENSG00000136738|ENSG00000137100|ENSG00000137710|ENSG00000142731|ENSG00000145241|ENSG00000150093|ENSG00000155366|ENSG00000161714|ENSG00000161800|ENSG00000165861|ENSG00000166140|ENSG00000169083|ENSG00000173599|ENSG00000177082|ENSG00000185909|ENSG00000186298|ENSG00000186575|ENSG00000197321|ENSG00000197971|ENSG00000198125|ENSG00000204991,TG|LIMA1|PSD|PKN2|MYLK|RHOA|ZFY|NDE1|SSH1|PIR|RAB11FIP3|WDR7|RAB11A|PITPNM1|KIF20A|ECT2|MASTL|CIT|PKN1|STAMBP|RAB11FIP4|MYH10|KL|MEN1|SPIRE1|STAM|DCTN3|RDX|PLK4|CENPC|ITGB1|RHOC|PLCD3|RACGAP1|ZFYVE1|ZFYVE19|AR|PC|WDR73|KLHDC8B|PPP1CC|NF2|SVIL|MBP|MB|SPIRE2,4.52173913043478
"1966",GO_ANATOMICAL_STRUCTURE_MATURATION,0.673171825687819,0.424675500120979,18,100,ENSG00000068903|ENSG00000087586|ENSG00000100242|ENSG00000115414|ENSG00000132466|ENSG00000134744|ENSG00000136068|ENSG00000138380|ENSG00000139618|ENSG00000142192|ENSG00000142599|ENSG00000168214|ENSG00000169884|ENSG00000173402|ENSG00000187764|ENSG00000197535|ENSG00000198836|ENSG00000213930,SIRT2|AURKA|SUN2|FN1|ANKRD17|TUT4|FLNB|CARF|BRCA2|APP|RERE|RBPJ|WNT10B|DAG1|SEMA4D|MYO5A|OPA1|GALT,ENSG00000004487|ENSG00000006607|ENSG00000012174|ENSG00000015285|ENSG00000017427|ENSG00000026103|ENSG00000030582|ENSG00000037474|ENSG00000042832|ENSG00000047457|ENSG00000049449|ENSG00000062038|ENSG00000067560|ENSG00000068078|ENSG00000068903|ENSG00000070756|ENSG00000071539|ENSG00000073803|ENSG00000080298|ENSG00000083223|ENSG00000087586|ENSG00000090316|ENSG00000095139|ENSG00000100151|ENSG00000100219|ENSG00000100242|ENSG00000100644|ENSG00000100991|ENSG00000101104|ENSG00000101224|ENSG00000101311|ENSG00000104884|ENSG00000105568|ENSG00000112144|ENSG00000115414|ENSG00000118276|ENSG00000118689|ENSG00000119314|ENSG00000120049|ENSG00000120899|ENSG00000122707|ENSG00000124762|ENSG00000128918|ENSG00000129514|ENSG00000129757|ENSG00000132256|ENSG00000132466|ENSG00000133116|ENSG00000134057|ENSG00000134744|ENSG00000136068|ENSG00000137409|ENSG00000138380|ENSG00000139618|ENSG00000139687|ENSG00000142192|ENSG00000142599|ENSG00000143761|ENSG00000146909|ENSG00000151422|ENSG00000151466|ENSG00000153234|ENSG00000158669|ENSG00000160211|ENSG00000160460|ENSG00000162769|ENSG00000163472|ENSG00000163531|ENSG00000164050|ENSG00000164885|ENSG00000164961|ENSG00000166278|ENSG00000166402|ENSG00000166548|ENSG00000167720|ENSG00000168036|ENSG00000168214|ENSG00000169057|ENSG00000169083|ENSG00000169231|ENSG00000169398|ENSG00000169884|ENSG00000170315|ENSG00000173402|ENSG00000173599|ENSG00000175197|ENSG00000176890|ENSG00000177119|ENSG00000179051|ENSG00000187764|ENSG00000188157|ENSG00000196712|ENSG00000196924|ENSG00000197535|ENSG00000198125|ENSG00000198492|ENSG00000198793|ENSG00000198836|ENSG00000198945|ENSG00000213930,KDM1A|FARP2|MBTPS2|WAS|IGF1|FAS|GRN|NSUN2|TG|CP|RCN1|CDH3|RHOA|FGFR3|SIRT2|PABPC1|TRIP13|MAP3K13|RFX3|TUT7|AURKA|MAEA|ARCN1|PICK1|XBP1|SUN2|HIF1A|TRPC4AP|PABPC1L|CDC25B|FERMT1|ERCC2|PPP2R1A|ICK|FN1|B4GALT6|FOXO3|PTBP3|KCNIP2|PTK2B|RECK|CDKN1A|ALDH1A2|FOXA1|CDKN1C|TRIM5|ANKRD17|KL|CCNB1|TUT4|FLNB|MTCH1|CARF|BRCA2|RB1|APP|RERE|ARF1|NOM1|FER|SCLT1|NR4A2|GPAT4|G6PD|SPTBN4|FLVCR1|TMEM79|NFASC|PLXNB1|CDK5|WASHC5|C2|TUB|TK2|SRR|CTNNB1|RBPJ|MECP2|AR|THBS3|PTK2|WNT10B|UBB|DAG1|PC|DDIT3|TYMS|ANO6|RCC2|SEMA4D|AGRN|NF1|FLNA|MYO5A|MB|YTHDF2|MTOR|OPA1|L3MBTL3|GALT,5.99
"1967",GO_DRUG_CATABOLIC_PROCESS,0.673230373117835,0.491401708699025,6,50,ENSG00000103811|ENSG00000106258|ENSG00000127415|ENSG00000134716|ENSG00000154316|ENSG00000189221,CTSH|CYP3A5|IDUA|CYP2J2|TDH|MAOA,ENSG00000006534|ENSG00000047457|ENSG00000075239|ENSG00000083720|ENSG00000085465|ENSG00000087085|ENSG00000088826|ENSG00000093010|ENSG00000100116|ENSG00000100197|ENSG00000103811|ENSG00000106258|ENSG00000106268|ENSG00000107611|ENSG00000108039|ENSG00000111275|ENSG00000115271|ENSG00000117151|ENSG00000117298|ENSG00000117450|ENSG00000117592|ENSG00000119912|ENSG00000121691|ENSG00000123131|ENSG00000126432|ENSG00000127415|ENSG00000127948|ENSG00000130508|ENSG00000130649|ENSG00000132541|ENSG00000132746|ENSG00000134716|ENSG00000136371|ENSG00000137710|ENSG00000137857|ENSG00000138109|ENSG00000139410|ENSG00000142973|ENSG00000148832|ENSG00000154316|ENSG00000155016|ENSG00000161267|ENSG00000165672|ENSG00000167815|ENSG00000168803|ENSG00000186104|ENSG00000189221|ENSG00000196502|ENSG00000196839|ENSG00000198805,ALDH3B1|CP|ACAT1|OXCT1|OVGP1|ACHE|SMOX|COMT|GCAT|CYP2D6|CTSH|CYP3A5|NUDT1|CUBN|XPNPEP1|ALDH2|GCA|CTBS|ECE1|PRDX1|PRDX6|IDE|CAT|PRDX4|PRDX5|IDUA|POR|PXDN|CYP2E1|RIDA|ALDH3B2|CYP2J2|MTHFS|RDX|DUOX1|CYP2C9|SDSL|CYP4B1|PAOX|TDH|CYP2U1|BDH1|PRDX3|PRDX2|ADAL|CYP2R1|MAOA|SULT1A1|ADA|PNP,3.4
"1968",GO_REGULATION_OF_ENDOCRINE_PROCESS,0.673238696560581,0.617468882851104,2,13,ENSG00000087460|ENSG00000090565,GNAS|RAB11FIP3,ENSG00000008405|ENSG00000077782|ENSG00000082556|ENSG00000087460|ENSG00000090565|ENSG00000112964|ENSG00000156675|ENSG00000164404|ENSG00000166128|ENSG00000169083|ENSG00000173918|ENSG00000179295|ENSG00000196712,CRY1|FGFR1|OPRK1|GNAS|RAB11FIP3|GHR|RAB11FIP1|GDF9|RAB8B|AR|C1QTNF1|PTPN11|NF1,4.53846153846154
"1969",GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM,0.673389204559848,0.430059779091518,16,92,ENSG00000004455|ENSG00000042088|ENSG00000047188|ENSG00000062485|ENSG00000064012|ENSG00000064393|ENSG00000064995|ENSG00000089041|ENSG00000099956|ENSG00000124635|ENSG00000128829|ENSG00000160917|ENSG00000162433|ENSG00000169100|ENSG00000173402|ENSG00000180900,AK2|TDP1|YTHDC2|CS|CASP8|HIPK2|TAF11|P2RX7|SMARCB1|HIST1H2BJ|EIF2AK4|CPSF4|AK4|SLC25A6|DAG1|SCRIB,ENSG00000002330|ENSG00000004455|ENSG00000042088|ENSG00000042832|ENSG00000047188|ENSG00000047457|ENSG00000055332|ENSG00000060069|ENSG00000062485|ENSG00000064012|ENSG00000064393|ENSG00000064995|ENSG00000069275|ENSG00000089041|ENSG00000090061|ENSG00000090447|ENSG00000095383|ENSG00000099956|ENSG00000100316|ENSG00000100342|ENSG00000100393|ENSG00000100603|ENSG00000101558|ENSG00000102081|ENSG00000102753|ENSG00000104518|ENSG00000104938|ENSG00000105372|ENSG00000105707|ENSG00000108424|ENSG00000111640|ENSG00000114030|ENSG00000114383|ENSG00000116478|ENSG00000118520|ENSG00000120948|ENSG00000121864|ENSG00000123595|ENSG00000124164|ENSG00000124635|ENSG00000125875|ENSG00000126749|ENSG00000127616|ENSG00000128829|ENSG00000129315|ENSG00000132376|ENSG00000134982|ENSG00000137709|ENSG00000137947|ENSG00000138448|ENSG00000138795|ENSG00000143933|ENSG00000144895|ENSG00000145901|ENSG00000147133|ENSG00000153029|ENSG00000153094|ENSG00000153558|ENSG00000153922|ENSG00000156482|ENSG00000160014|ENSG00000160208|ENSG00000160214|ENSG00000160917|ENSG00000162433|ENSG00000165416|ENSG00000165916|ENSG00000166278|ENSG00000166949|ENSG00000169083|ENSG00000169100|ENSG00000171105|ENSG00000171552|ENSG00000172757|ENSG00000173402|ENSG00000173599|ENSG00000174197|ENSG00000176890|ENSG00000180900|ENSG00000182149|ENSG00000182718|ENSG00000185345|ENSG00000185467|ENSG00000186350|ENSG00000186432|ENSG00000196911|ENSG00000197223|ENSG00000197548|ENSG00000198125|ENSG00000198668|ENSG00000198734|ENSG00000198830,BAD|AK2|TDP1|TG|YTHDC2|CP|EIF2AK2|CTDP1|CS|CASP8|HIPK2|TAF11|NUCKS1|P2RX7|CCNK|TFAP4|TBC1D2|SMARCB1|RPL3|APOL1|EP300|SNW1|VAPA|FMR1|KPNA3|GSDMD|CLEC4M|RPS19|HPN|KPNB1|GAPDH|KPNA1|TUSC2|HDAC1|ARG1|TARDBP|ZNF639|RAB9A|VAPB|HIST1H2BJ|TBC1D20|EMG1|SMARCA4|EIF2AK4|CCNT1|INPP5K|APC|POU2F3|GTF2B|ITGAV|LEF1|CALM2|EIF2A|TNIP1|TAF1|MR1|BCL2L11|FBXL2|CHD1|RPL30|CALM3|RRP1B|RRP1|CPSF4|AK4|SUGT1|PSMC3|C2|SMAD3|AR|SLC25A6|INSR|BCL2L1|CFL1|DAG1|PC|MGA|TYMS|SCRIB|IST1|ANXA2|PRKN|KPNA7|RXRA|KPNA4|KPNA5|C1D|ATG7|MB|CALM1|F5|HMGN2,5.40217391304348
"1970",GO_REGULATION_OF_LIPID_LOCALIZATION,0.6735164715051,0.437944984862665,14,76,ENSG00000062485|ENSG00000064687|ENSG00000073060|ENSG00000076555|ENSG00000078018|ENSG00000089041|ENSG00000109670|ENSG00000141027|ENSG00000142208|ENSG00000165119|ENSG00000168066|ENSG00000175354|ENSG00000184381|ENSG00000186951,CS|ABCA7|SCARB1|ACACB|MAP2|P2RX7|FBXW7|NCOR1|AKT1|HNRNPK|SF1|PTPN2|PLA2G6|PPARA,ENSG00000008405|ENSG00000011198|ENSG00000025434|ENSG00000042832|ENSG00000047457|ENSG00000048649|ENSG00000062485|ENSG00000064687|ENSG00000073060|ENSG00000074410|ENSG00000076555|ENSG00000078018|ENSG00000089041|ENSG00000091039|ENSG00000096717|ENSG00000100300|ENSG00000100906|ENSG00000103653|ENSG00000105221|ENSG00000105722|ENSG00000106484|ENSG00000107331|ENSG00000109320|ENSG00000109670|ENSG00000112033|ENSG00000112964|ENSG00000113141|ENSG00000116171|ENSG00000117139|ENSG00000118513|ENSG00000119912|ENSG00000123384|ENSG00000124406|ENSG00000125652|ENSG00000130164|ENSG00000131408|ENSG00000132522|ENSG00000135124|ENSG00000135838|ENSG00000138448|ENSG00000138798|ENSG00000139687|ENSG00000140718|ENSG00000141027|ENSG00000142208|ENSG00000144747|ENSG00000144909|ENSG00000149357|ENSG00000153989|ENSG00000154723|ENSG00000155158|ENSG00000160179|ENSG00000163932|ENSG00000164404|ENSG00000165119|ENSG00000166278|ENSG00000167721|ENSG00000168066|ENSG00000169083|ENSG00000169230|ENSG00000172845|ENSG00000173409|ENSG00000173599|ENSG00000173918|ENSG00000175354|ENSG00000179295|ENSG00000182670|ENSG00000182718|ENSG00000184381|ENSG00000185345|ENSG00000185920|ENSG00000186951|ENSG00000196712|ENSG00000198793|ENSG00000198805|ENSG00000198911,CRY1|ABHD5|NR1H3|TG|CP|RSF1|CS|ABCA7|SCARB1|CA12|ACACB|MAP2|P2RX7|OSBPL8|SIRT1|TSPO|NFKBIA|CSK|AKT2|ERF|MEST|ABCA2|NFKB1|FBXW7|PPARD|GHR|IK|SCP2|KDM5B|MYB|IDE|LRP1|ATP8A1|ALKBH7|LDLR|NR1H2|GPS2|P2RX4|NPL|ITGAV|EGF|RB1|FTO|NCOR1|AKT1|TMF1|OSBPL11|LAMTOR1|NUS1|ATP5PF|TTC39B|ABCG1|PRKCD|GDF9|HNRNPK|C2|TSR1|SF1|AR|PRELID1|SP3|ARV1|PC|C1QTNF1|PTPN2|PTPN11|TTC3|ANXA2|PLA2G6|PRKN|PTCH1|PPARA|NF1|MTOR|PNP|SREBF2,5.90789473684211
"1971",GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING,0.673578574198628,0.463152868064572,9,59,ENSG00000042088|ENSG00000064313|ENSG00000070061|ENSG00000095787|ENSG00000107223|ENSG00000117174|ENSG00000134759|ENSG00000135829|ENSG00000141867,TDP1|TAF2|ELP1|WAC|EDF1|ZNHIT6|ELP2|DHX9|BRD4,ENSG00000004700|ENSG00000006712|ENSG00000012061|ENSG00000042088|ENSG00000055044|ENSG00000060069|ENSG00000064313|ENSG00000070061|ENSG00000087302|ENSG00000092847|ENSG00000095787|ENSG00000097046|ENSG00000100982|ENSG00000101413|ENSG00000105176|ENSG00000105202|ENSG00000107223|ENSG00000108469|ENSG00000109911|ENSG00000117174|ENSG00000123908|ENSG00000124151|ENSG00000126461|ENSG00000130165|ENSG00000134014|ENSG00000134371|ENSG00000134759|ENSG00000135829|ENSG00000137815|ENSG00000137947|ENSG00000139233|ENSG00000141425|ENSG00000141510|ENSG00000141867|ENSG00000143499|ENSG00000153187|ENSG00000153767|ENSG00000158941|ENSG00000162664|ENSG00000163125|ENSG00000163945|ENSG00000165494|ENSG00000166477|ENSG00000166526|ENSG00000167720|ENSG00000169083|ENSG00000169740|ENSG00000173599|ENSG00000175595|ENSG00000175792|ENSG00000180198|ENSG00000183207|ENSG00000185010|ENSG00000185420|ENSG00000196628|ENSG00000197265|ENSG00000198730|ENSG00000213079|ENSG00000213246,RECQL|PAF1|ERCC1|TDP1|NOP58|CTDP1|TAF2|ELP1|RTRAF|AGO1|WAC|CDC7|PCIF1|RPRD1B|URI1|FBL|EDF1|RECQL5|ELP4|ZNHIT6|AGO2|NCOA3|SCAF1|ELOF1|ELP3|CDC73|ELP2|DHX9|RTF1|GTF2B|LLPH|RPRD1A|TP53|BRD4|SMYD2|HNRNPU|GTF2E1|CCAR2|ZNF326|RPRD2|UVSSA|PCF11|LEO1|ZNF3|SRR|AR|ZNF32|PC|ERCC4|RUVBL1|RCC1|RUVBL2|F8|SMYD3|TCF4|GTF2E2|CTR9|SCAF8|SUPT4H1,4.52542372881356
"1972",GO_MITOTIC_CYTOKINETIC_PROCESS,0.673588830284429,0.561230765506007,3,23,ENSG00000115561|ENSG00000185909|ENSG00000213024,CHMP3|KLHDC8B|NUP62,ENSG00000067560|ENSG00000083937|ENSG00000086065|ENSG00000112984|ENSG00000115561|ENSG00000119541|ENSG00000130724|ENSG00000131165|ENSG00000132612|ENSG00000133116|ENSG00000138182|ENSG00000143761|ENSG00000147457|ENSG00000158411|ENSG00000164695|ENSG00000169083|ENSG00000170037|ENSG00000170248|ENSG00000185909|ENSG00000188419|ENSG00000213024|ENSG00000249915|ENSG00000254505,RHOA|CHMP2B|CHMP5|KIF20A|CHMP3|VPS4B|CHMP2A|CHMP1A|VPS4A|KL|KIF20B|ARF1|CHMP7|MITD1|CHMP4C|AR|CNTROB|PDCD6IP|KLHDC8B|CHM|NUP62|PDCD6|CHMP4A,3.82608695652174
"1973",GO_REGULATION_OF_CILIUM_MOVEMENT,0.673729412456357,0.613152711244414,2,15,ENSG00000062485|ENSG00000125863,CS|MKKS,ENSG00000062485|ENSG00000108091|ENSG00000114841|ENSG00000114999|ENSG00000121691|ENSG00000125124|ENSG00000125863|ENSG00000140463|ENSG00000141519|ENSG00000154099|ENSG00000159079|ENSG00000168438|ENSG00000169083|ENSG00000170703|ENSG00000173992,CS|CCDC6|DNAH1|TTL|CAT|BBS2|MKKS|BBS4|CCDC40|DNAAF1|CFAP298|CDC40|AR|TTLL6|CCS,4.06666666666667
"1974",GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.673735015997548,0.560250026917634,3,24,ENSG00000041880|ENSG00000101665|ENSG00000111679,PARP3|SMAD7|PTPN6,ENSG00000010278|ENSG00000036672|ENSG00000041880|ENSG00000047410|ENSG00000049768|ENSG00000079134|ENSG00000079385|ENSG00000100292|ENSG00000101665|ENSG00000107758|ENSG00000111679|ENSG00000112679|ENSG00000113916|ENSG00000118520|ENSG00000124422|ENSG00000131507|ENSG00000139687|ENSG00000141480|ENSG00000147853|ENSG00000159842|ENSG00000167193|ENSG00000169083|ENSG00000186716|ENSG00000204642,CD9|USP2|PARP3|TPR|FOXP3|THOC1|CEACAM1|HMOX1|SMAD7|PPP3CB|PTPN6|DUSP22|BCL6|ARG1|USP22|NDFIP1|RB1|ARRB2|AK3|ABR|CRK|AR|BCR|HLA-F,3.625
"1975",GO_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,0.673950058789239,0.483720905454072,7,40,ENSG00000006837|ENSG00000105186|ENSG00000110888|ENSG00000166333|ENSG00000184402|ENSG00000198836|ENSG00000198908,CDKL3|ANKRD27|CAPRIN2|ILK|SS18L1|OPA1|BHLHB9,ENSG00000006837|ENSG00000007168|ENSG00000008086|ENSG00000044090|ENSG00000047410|ENSG00000058404|ENSG00000077264|ENSG00000087470|ENSG00000103264|ENSG00000103319|ENSG00000103876|ENSG00000105186|ENSG00000106976|ENSG00000110429|ENSG00000110888|ENSG00000111249|ENSG00000113758|ENSG00000124006|ENSG00000124333|ENSG00000132669|ENSG00000133116|ENSG00000134982|ENSG00000135387|ENSG00000137817|ENSG00000138071|ENSG00000147853|ENSG00000157193|ENSG00000158301|ENSG00000166278|ENSG00000166333|ENSG00000167658|ENSG00000169083|ENSG00000173599|ENSG00000174953|ENSG00000174989|ENSG00000184402|ENSG00000196083|ENSG00000198836|ENSG00000198908|ENSG00000257923,CDKL3|PAFAH1B1|CDKL5|CUL7|TPR|CAMK2B|PAK3|DNM1L|FBXO31|EEF2K|FAH|ANKRD27|DNM1|FBXO3|CAPRIN2|CUX2|DBN1|OBSL1|VAMP7|RIN2|KL|APC|CAPRIN1|PARP6|ACTR2|AK3|LRP8|GPRASP2|C2|ILK|EEF2|AR|PC|DHX36|FBXW8|SS18L1|IL1RAP|OPA1|BHLHB9|CUX1,5.675
"1976",GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY,0.674644603759384,0.564245443018475,3,19,ENSG00000111358|ENSG00000134058|ENSG00000141867,GTF2H3|CDK7|BRD4,ENSG00000020426|ENSG00000065883|ENSG00000090061|ENSG00000100030|ENSG00000104884|ENSG00000110768|ENSG00000111358|ENSG00000132964|ENSG00000134058|ENSG00000134480|ENSG00000141867|ENSG00000145736|ENSG00000163161|ENSG00000166278|ENSG00000167258|ENSG00000170312|ENSG00000171428|ENSG00000179051|ENSG00000213780,MNAT1|CDK13|CCNK|MAPK1|ERCC2|GTF2H1|GTF2H3|CDK8|CDK7|CCNH|BRD4|GTF2H2|ERCC3|C2|CDK12|CDK1|NAT1|RCC2|GTF2H4,4.8421052631579
"1977",GO_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_BINDING,0.674822608921256,0.621001886431741,2,11,ENSG00000135679|ENSG00000160310,MDM2|PRMT2,ENSG00000100968|ENSG00000109819|ENSG00000113141|ENSG00000125686|ENSG00000135679|ENSG00000137309|ENSG00000143970|ENSG00000160310|ENSG00000169083|ENSG00000171456|ENSG00000174197,NFATC4|PPARGC1A|IK|MED1|MDM2|HMGA1|ASXL2|PRMT2|AR|ASXL1|MGA,7.54545454545455
"1978",GO_INORGANIC_ANION_TRANSPORT,0.675314924441832,0.44161478112085,12,86,ENSG00000068745|ENSG00000089356|ENSG00000109572|ENSG00000137700|ENSG00000140199|ENSG00000143324|ENSG00000146828|ENSG00000160190|ENSG00000166206|ENSG00000168065|ENSG00000183048|ENSG00000225697,IP6K2|FXYD3|CLCN3|SLC37A4|SLC12A6|XPR1|SLC12A9|SLC37A1|GABRB3|SLC22A11|SLC25A10|SLC26A6,ENSG00000011021|ENSG00000011677|ENSG00000033867|ENSG00000042832|ENSG00000047617|ENSG00000064651|ENSG00000068745|ENSG00000074201|ENSG00000074855|ENSG00000075415|ENSG00000077782|ENSG00000078668|ENSG00000079215|ENSG00000080493|ENSG00000088836|ENSG00000089356|ENSG00000094755|ENSG00000100075|ENSG00000100300|ENSG00000100342|ENSG00000102078|ENSG00000103249|ENSG00000106688|ENSG00000109255|ENSG00000109572|ENSG00000113504|ENSG00000114859|ENSG00000114923|ENSG00000115902|ENSG00000117262|ENSG00000121671|ENSG00000121940|ENSG00000124067|ENSG00000126562|ENSG00000128272|ENSG00000134955|ENSG00000136295|ENSG00000136802|ENSG00000137700|ENSG00000139687|ENSG00000140199|ENSG00000141540|ENSG00000143324|ENSG00000144136|ENSG00000146205|ENSG00000146828|ENSG00000147155|ENSG00000154122|ENSG00000155850|ENSG00000156261|ENSG00000159842|ENSG00000160190|ENSG00000160746|ENSG00000161800|ENSG00000164889|ENSG00000165637|ENSG00000166206|ENSG00000166278|ENSG00000167614|ENSG00000167995|ENSG00000168065|ENSG00000168575|ENSG00000169504|ENSG00000170615|ENSG00000171017|ENSG00000171365|ENSG00000171492|ENSG00000173599|ENSG00000174032|ENSG00000175003|ENSG00000177119|ENSG00000177595|ENSG00000181045|ENSG00000183048|ENSG00000185101|ENSG00000188092|ENSG00000196839|ENSG00000197147|ENSG00000197594|ENSG00000198356|ENSG00000198569|ENSG00000198793|ENSG00000213585|ENSG00000213719|ENSG00000221955|ENSG00000225697,CLCN6|GABRA3|SLC4A7|TG|ANO2|SLC12A2|IP6K2|CLNS1A|ANO8|SLC25A3|FGFR1|VDAC3|SLC1A3|SLC4A4|SLC4A11|FXYD3|GABRP|SLC25A1|TSPO|APOL1|SLC25A14|CLCN7|SLC1A1|NMU|CLCN3|SLC12A7|CLCN2|SLC4A3|SLC1A4|GPR89A|CRY2|CLCC1|SLC12A4|WNK4|ATF4|SLC37A2|TTYH3|LRRC8A|SLC37A4|RB1|SLC12A6|TTYH2|XPR1|SLC20A1|ANO7|SLC12A9|EBP|ANKH|SLC26A2|CCT8|ABR|SLC37A1|ANO10|RACGAP1|SLC4A2|VDAC2|GABRB3|C2|TTYH1|BEST1|SLC22A11|SLC20A2|CLIC4|SLC26A5|LRRC8E|CLCN5|LRRC8D|PC|SLC25A30|SLC22A1|ANO6|PIDD1|SLC26A11|SLC25A10|ANO9|GPR89B|ADA|LRRC8B|ENPP1|ASNA1|SLC34A3|MTOR|VDAC1|CLIC1|SLC12A8|SLC26A6,4.05813953488372
